Ac,5.7935467968056145
Ag,6.129694934059911
Al,3.971606113495928
As,5.812224328064137
Au,5.888297445308688
B,3.627578993384547
Ba,4.776466957596876
Be,3.5957527474335027
Bi,6.137667241239784
Br,4.340140898254456
C,3.378082455571004
Ca,4.345700055267307
Cd,5.312960184235269
Ce,6.073053493512043
Cl,3.615499217626972
Co,4.941178684300057
Cr,4.585509079994255
Cs,3.7582196491961604
Cu,6.71849125931384
Dy,5.23833567231977
Er,5.143333686893728
Eu,4.9753279849522185
F,2.8368699995908866
Fe,4.228853266078353
Ga,5.092994503609387
Gd,4.999582766705591
Ge,5.39320824727324
H,3.06303355265004
He,1.6972745644515959
Hf,5.517735245857956
Hg,5.3077582863996815
Ho,5.145895014138978
I,4.848991614236078
In,5.633015862142166
Ir,8.346214139123745
K,3.688430995764761
Kr,1.5828911329804984
La,5.547154675932453
Li,4.026573022086644
Lu,4.900321196765615
Mg,4.208813511360149
Mn,4.517192085955782
Mo,4.716401199268959
N,4.831261554299697
Na,3.810347943558081
Nb,5.397167331686592
Nd,5.245724300732484
Ni,4.3236383743586
Np,2.6560764113681343
O,4.207408655951681
Os,8.18444453269632
P,4.175559583143586
Pa,3.415938580900919
Pb,5.968934923339285
Pd,5.05291430538225
Pm,3.005229588226788
Pr,5.4441805776115
Pt,6.404057609969022
Pu,2.9911828863374876
Rb,3.5416414427878573
Re,4.647796101941564
Rh,7.989640232248735
Ru,7.402713891907514
S,6.016917463683968
Sb,5.684231122240952
Sc,4.555195265848488
Se,6.79380831842515
Si,4.044990878090594
Sm,5.469349670667823
Sn,5.3898651031323705
Sr,4.778579599679148
Ta,5.24828676801146
Tb,5.396439522269773
Tc,4.728357933154853
Te,6.923545005599637
Th,5.575920925829272
Ti,5.225484737992263
Tl,5.5406556019504025
Tm,4.9869927716547435
U,4.142398553079691
V,4.33558409782034
W,4.983075646997184
Xe,2.421467518615056
Y,4.654358392398115
Zn,4.782489585691894
Zr,5.2256890685833595
